time,u10,v10,d2m,t2m,sp,tp,Raw Conc.
2015-02-23 23:00:00,-1.0413090798841695,-0.1674992070283719,288.3195026305321,289.22521793761246,98640.54834856684,0.0,186.0
2015-02-24 00:00:00,-0.9188944984593845,0.4048374809751082,288.9558750135756,289.79010809350757,98655.16003441512,0.0,179.0
2015-02-24 01:00:00,-1.1146878375546923,0.6505881805999697,289.0146810839562,289.71709508016056,98690.77601867034,0.0,195.0
2015-02-24 02:00:00,-1.5149954173150793,0.803939005363239,289.31167235336176,290.16076267322603,98734.34540919976,0.0,207.0
2015-02-24 03:00:00,-1.4787959767702545,0.9787576476600204,289.76038253475036,290.5904914182889,98787.26295783439,2.2529673791230537e-07,275.0
2015-02-24 04:00:00,-1.4688852250665672,1.316570759476661,290.4079989083064,291.78591357317924,98834.48526982589,0.0,293.0
2015-02-24 05:00:00,-1.2897357896092312,1.7935742432578632,290.6347527169768,295.8534021712735,98856.1869441483,7.50989126374854e-08,204.0
2015-02-24 06:00:00,-1.1268103106837797,1.9969474191542376,290.56267873779103,297.4914438855448,98843.73380280031,0.0,190.0
2015-02-24 07:00:00,-1.2338408297888577,1.9172023944106467,290.6079545395884,297.9782205974956,98733.8140751689,0.0,147.0
2015-02-24 08:00:00,-1.465273679954206,1.8681015759528012,290.8931396189557,300.00651512138376,98609.13322399303,0.0,134.0
2015-02-24 09:00:00,-1.8049548958322896,1.8674136712797194,290.74295738567605,300.6122785909709,98469.80747859192,0.0,132.0
2015-02-24 10:00:00,-1.5555203130526158,1.382324062756451,292.19920407692825,299.01123246575895,98410.69656766024,0.0,118.0
2015-02-24 11:00:00,-1.4660015882714263,1.3897612208257997,292.25673582838425,299.10548562844326,98367.34303158082,7.509891263733456e-08,145.0
2015-02-24 12:00:00,-1.6412175191684,0.8093643667471614,291.87432771105154,298.980804554455,98374.0843320972,2.1027695538464235e-06,146.0
2015-02-24 13:00:00,-2.2138993877412276,1.1145993515933572,292.1478190402858,298.7486301589028,98302.86896777527,0.0,145.0
2015-02-24 14:00:00,-1.907212016164828,1.4835498843670083,292.4542552617219,297.6981859970221,98360.7345645722,0.0,151.0
2015-02-24 15:00:00,-2.221178470913428,1.6859885482546686,291.704880774027,296.208371180182,98399.14005248931,0.0,177.0
2015-02-24 16:00:00,-2.5137136250146477,1.8690360879615153,291.6804438346464,296.50765466599233,98444.55250793825,0.0,182.0
2015-02-24 17:00:00,-2.74462854041582,1.879211885389734,291.05201720489845,295.3033242247846,98467.698746657,4.4683853019238955e-06,194.0
2015-02-24 18:00:00,-2.8727684007202785,1.7019271697366238,290.9251475119482,294.86999723073865,98423.29914670439,0.0001835041930294156,181.0
2015-02-24 19:00:00,-2.72171342666026,1.491661967775984,291.1399452107067,294.50891469200434,98417.22201372658,1.3780650468958207e-05,186.0
2015-02-24 20:00:00,-2.094690402559585,1.2678074036886284,291.0232700691546,294.1837797086454,98390.6221038073,9.222146471869179e-05,178.0
2015-02-24 21:00:00,-1.2528224389840559,1.1250217563572082,291.14762860422377,293.7650203828126,98374.21716560492,0.00018519391856375693,161.0
2015-02-24 22:00:00,-0.4876088205065397,-0.25534333584748375,290.444017157915,292.88351925085817,98374.96435408578,0.0005605007344690164,141.0
2015-02-24 23:00:00,-1.494697973854137,-0.7104117460908168,290.75704985378513,292.8833795130337,98318.57653006219,0.0008231591814182202,146.0
2015-02-25 00:00:00,-2.583984774100116,-0.5115553782365598,291.50188926530666,293.08627883433473,98346.75383788554,0.0007486235106256296,124.0
2015-02-25 01:00:00,-3.1066509423378097,0.1178384596322891,291.64843594165393,293.11597312205964,98359.25679179888,0.0004651626648758741,130.0
2015-02-25 02:00:00,-3.3884494487600345,0.5949198194142177,291.42670444874585,293.05518716836394,98401.11595091653,0.00025049242310195,144.0
2015-02-25 03:00:00,-3.5853066538574323,0.968529932897984,292.04504896700087,293.53466257898,98477.39559271997,0.00011159698417913346,139.0
2015-02-25 04:00:00,-3.563441407867092,1.318089341490821,292.39125143488315,294.0643388030792,98524.45186282683,2.2905168354398654e-05,148.0
2015-02-25 05:00:00,-3.3111511847660178,1.4848478177124445,291.6355428325328,295.9472710549402,98561.94412037845,2.834983952060835e-05,146.0
2015-02-25 06:00:00,-3.324505502739631,1.6910504883018698,291.7887609432509,297.42842212665573,98547.1331842686,9.60890587195164e-05,151.0
2015-02-25 07:00:00,-3.3445509779369194,2.1206794049746565,291.21033259131553,297.65507687813687,98453.9338744204,9.676494893325272e-05,127.0
2015-02-25 08:00:00,-3.0945424674455917,2.4751969189470584,290.86727844077683,300.08682943606544,98341.473705954,0.00012819384387199238,135.0
2015-02-25 09:00:00,-2.6757432167804436,2.692185415637056,290.5151541378913,301.10558804622093,98199.1426024409,0.00017978679685386612,136.0
2015-02-25 10:00:00,-1.9953169190221864,2.3313859042727447,291.18900648931003,299.5712317977936,98187.61929564692,0.00043448475906350884,151.0
2015-02-25 11:00:00,-1.7546592307597626,1.8360945396543487,290.7978655393458,299.7075809801348,98127.03061194191,0.0006935009087497999,140.0
2015-02-25 12:00:00,-1.1159056841623496,0.5308668088169486,290.6886863914687,299.6197557573816,98168.3252286518,0.0013499029546567383,119.0
2015-02-25 13:00:00,-1.1885145388050438,-0.19086200724622082,290.49731367294464,298.78136374431244,98227.00443068348,0.0019713840061872977,122.0
2015-02-25 14:00:00,-1.53280117461323,-0.6531728855570872,289.9986426937119,296.34954131747156,98287.49348925763,0.0007014613934893607,132.0
2015-02-25 15:00:00,-1.79109664133137,-1.0905245056352182,289.3412065684415,295.21284398336417,98354.75705672515,8.794082669836131e-05,128.0
2015-02-25 20:00:00,-0.8751920029524457,-1.0765717221717805,290.3441705221633,291.63017576767635,98442.47698438024,0.00011047050048957238,71.0
2015-02-25 21:00:00,-0.7473461056222501,-0.9137459839868282,289.83845330887596,290.89222031602947,98383.23323994083,7.442302242363459e-05,80.0
2015-02-25 22:00:00,0.23721988460213694,-1.2958705402166553,289.33640913248945,289.9890598212641,98398.7415519662,5.069176603022873e-06,74.0
2015-02-25 23:00:00,0.8607013547747991,-1.3677500888869039,288.76600149378646,289.7672958936437,98357.76241483715,1.1978276565660972e-05,66.0
2015-02-26 00:00:00,1.2807324502844737,-1.3924238017836432,289.036232065772,290.27901580728326,98366.7120724192,9.650210273902695e-06,81.0
2015-02-26 01:00:00,1.417607210395571,-1.4644850611222524,288.7831673193023,290.3436445511549,98428.04794460509,1.2691716235716177e-05,86.0
2015-02-26 03:00:00,1.64723428800474,-1.6300753973329838,286.46623063428063,289.16118307949523,98522.94088167661,2.215417922803104e-06,147.0
2015-02-26 05:00:00,1.0666294173637085,-1.3553288667710803,287.8542263031216,293.4666451928621,98597.59331301057,5.4446711662103e-06,106.0
2015-02-26 08:00:00,0.9362358409232429,-0.15533757158163616,282.2556185470993,297.24941797335924,98417.05597184191,3.060280689972869e-05,40.0
2015-02-26 09:00:00,1.3002739889544566,-0.04207990785888656,279.6578069790735,298.4583946972345,98305.85772169879,1.3818199925276498e-05,51.0
2015-02-26 10:00:00,1.6398292207007132,0.016249216685009477,279.9406308204332,297.36463180973163,98301.42440337894,1.2691716235715875e-05,27.0
