time,u10,v10,d2m,t2m,sp,tp,Raw Conc.
2016-01-01 00:00:00,1.5362691038278782,-1.1948746482481432,281.7050044338965,282.5254009187722,99416.47849129615,0.0,383.0
2016-01-01 01:00:00,1.3710860485410854,-1.3862713562091047,281.8555943601786,282.5242570688268,99449.97632361957,0.0,386.0
2016-01-01 02:00:00,0.7981308961564746,-1.514757101498715,281.6788973183474,282.4221684611911,99536.29136370226,0.0,372.0
2016-01-01 03:00:00,0.1930792645849407,-1.5198980250411105,281.5087999803072,282.69626350438085,99607.78942516683,0.0,354.0
2016-01-01 04:00:00,-0.20181652781178716,-0.746120569248362,283.1723993475275,284.8946716090046,99667.9087019467,0.0,297.0
2016-01-01 05:00:00,-0.14034429490825476,-0.4382626490291564,283.49881121679556,289.7413782999406,99696.24924336994,0.0,196.0
2016-01-01 06:00:00,0.22559328084899138,-0.3194239152295139,283.9600612331316,292.21799215849586,99690.68264366806,0.0,138.0
2016-01-01 07:00:00,0.62587664843446,-0.26073274210022573,283.7319156716917,292.89189850294764,99596.09956579293,0.0,238.0
2016-01-01 08:00:00,0.9445113140345616,-0.17993435296295968,282.01675839750715,295.13434483047297,99512.5514532091,0.0,356.0
2016-01-01 09:00:00,1.0627147136755346,-0.33879262475001704,281.9976520727197,295.72335606178245,99436.50187787069,0.0,258.0
2016-01-01 10:00:00,1.2012966164679197,-0.48972167548015877,284.2588345638715,293.6827992496372,99421.21010104267,0.0,142.0
2016-01-01 11:00:00,0.7275671301219424,-0.5526201903947492,284.5779174803109,293.619172596419,99382.26027548185,0.0,135.0
2016-01-01 12:00:00,1.1754901313138515,-1.1628465701014499,283.93001617277895,293.8270673240131,99435.4867920427,0.0,207.0
2016-01-01 13:00:00,0.7241460198770918,-1.3748069722319944,283.5704234722963,293.8171301276116,99438.77763480761,0.0,298.0
2016-01-01 14:00:00,0.5990330550565589,-1.349214384330867,284.2451976068668,292.0953142518412,99522.06378975842,0.0,385.0
2016-01-01 15:00:00,0.6406924802034972,-1.5360054222901667,282.9514368891087,288.19142587848125,99585.27744107848,0.0,343.0
2016-01-01 16:00:00,0.6602359092006543,-1.8495270718357408,281.9254564179888,286.679113269291,99642.74439682397,0.0,321.0
2016-01-01 17:00:00,0.2511842629955101,-2.2618092235250624,282.2636821216674,285.1255505714411,99643.33380149829,0.0,310.0
2016-01-01 18:00:00,-0.28998419577553003,-2.3711129756455884,281.99710513594147,284.5341801496191,99636.5556477437,0.0,300.0
2016-01-01 19:00:00,-0.5828931898493948,-2.287551184507325,281.9809522697567,284.47941833347846,99632.06962327808,0.0,290.0
2016-01-01 20:00:00,-0.33057957482269196,-2.239764246300891,281.50252843858306,283.6594923944218,99614.78041949826,0.0,277.0
2016-01-01 21:00:00,-0.03565024005304934,-2.1486466668085495,281.634230814789,283.6704304595257,99590.14002964158,0.0,236.0
2016-01-01 22:00:00,-0.4200267918937609,-1.9655526126073413,280.7980374057269,282.18696431614825,99593.88929826429,0.0,213.0
2016-01-01 23:00:00,-0.1713901969333735,-1.829262123828427,280.73969748271213,282.1160456195275,99545.52537026649,0.0,201.0
2016-01-02 00:00:00,0.06307707528062552,-1.6549935291709443,280.2310827413782,281.6958594911113,99570.90251596607,0.0,212.0
