time,u10,v10,d2m,t2m,sp,tp,Raw Conc.
2019-01-01 00:00:00,1.633734768858716,-1.079455850049475,278.4972498043122,279.57244332381276,99381.59277121584,0.0,264.0
2019-01-01 01:00:00,1.7259771213251995,-0.759276975891113,278.4239059574088,279.60005891518273,99405.32934892079,0.0,247.0
2019-01-01 02:00:00,1.6664420055213942,-0.3807682847188219,278.4616800424943,279.5118985720014,99522.4936246856,0.0,232.0
2019-01-01 03:00:00,1.9099718797980367,-0.17443878167571786,278.58141487452923,279.86738382676475,99575.38096471808,0.0,289.0
2019-01-01 04:00:00,1.384815483520652,-0.0834649506690253,281.3578268277337,283.1663244104694,99632.42798318004,0.0,381.0
2019-01-01 05:00:00,1.4595389395884626,-0.18761329420998737,283.5057060601384,289.29238309605614,99648.42293714122,0.0,358.0
2019-01-01 06:00:00,1.6488569001416222,-0.40756695185337716,282.1152122631752,290.8587633870451,99595.68415705263,0.0,222.0
2019-01-01 07:00:00,1.4235742210557363,-0.4749120922909276,282.1667466692644,291.69546341825657,99461.65007432364,0.0,146.0
2019-01-01 08:00:00,1.3153622623482852,-0.5744291225519246,281.6817621515572,293.84517630256187,99338.65894742541,0.0,100.0
2019-01-01 09:00:00,1.4150067789015857,-0.9824006100999153,281.70574251680165,294.64868523682856,99303.86290722927,7.773147461130433e-07,102.0
2019-01-01 10:00:00,1.1165234503131556,-0.8538704255292344,283.28981597526405,291.87634928368027,99250.298794119,3.3107850297408183e-06,75.0
2019-01-01 11:00:00,0.17368107587753248,-0.515548494007126,283.12793181044583,291.9138810426833,99246.86540874858,0.0,70.0
2019-01-01 12:00:00,-0.4173400147966785,-0.49288653387991804,283.0810732415908,291.8892215918528,99268.20852069055,0.0,101.0
2019-01-01 13:00:00,-0.8516841725993087,-0.12012202010098187,283.33270008246996,291.7475139434539,99291.25181865727,0.0,108.0
2019-01-01 14:00:00,-1.3257272354686223,0.2734271981795452,282.8342558332955,289.3983925409766,99353.4819284957,0.0,143.0
2019-01-01 15:00:00,-1.6338770752974388,0.521045083934571,282.9627411607261,286.57494155014354,99367.28149661902,0.0,298.0
2019-01-01 16:00:00,-1.823843883865365,0.7647286016119565,282.42341673458907,285.77985200348957,99397.80231176261,0.0,271.0
2019-01-01 17:00:00,-1.8138992949043637,1.1238127555323552,281.80246554987644,283.62175715107196,99380.2392250602,0.0,304.0
2019-01-01 18:00:00,-1.618556317071237,1.5086838819387731,281.94314145295357,283.6269584616416,99410.08326712597,0.0,292.0
2019-01-01 19:00:00,-1.4008082200343643,1.6029063768724312,281.7422474460664,283.37351618474565,99394.51748633613,0.0,298.0
2019-01-01 20:00:00,-1.4649382391264087,1.5122810184669013,281.50648505294646,283.00620636782384,99378.96821220673,0.0,329.0
2019-01-01 21:00:00,-1.637558294646517,1.100689912287481,281.6234811803156,283.11771647931795,99357.88920683172,2.3031548032988e-07,391.0
2019-01-01 22:00:00,-1.4733070543372642,1.0866161156211793,280.9504278092781,282.2243259048469,99364.75597757255,1.7273661024741e-07,389.0
2019-01-01 23:00:00,-1.5234140112326378,0.8496659878823839,280.98309187224334,282.2037825990716,99332.8651096129,3.16683785453585e-07,377.0
2019-01-02 00:00:00,-1.4024369609693883,0.19766251005584481,280.80601123641367,281.75516020756027,99329.99295069727,6.016991923615701e-06,360.0
2019-01-02 01:00:00,-1.5862330924989307,-0.16794145382178624,280.75698174312845,281.6949522312536,99405.18078897687,8.348936161955133e-07,344.0
2019-01-02 02:00:00,-1.7967114434111837,-0.11248934603035983,281.0073060293495,282.14286365225536,99462.27732742019,0.0,336.0
2019-01-02 03:00:00,-2.2552748464996593,0.4677624991116717,281.2770684389301,282.6637430992349,99549.69660108184,0.0,345.0
2019-01-02 04:00:00,-1.6883935503339749,0.789099201590025,282.0688212780436,283.98502566193963,99628.97809114923,0.0,388.0
2019-01-02 05:00:00,-1.7277349269027262,1.225600478226733,283.9603978323349,290.38593057870924,99623.79499977274,0.0,401.0
2019-01-02 06:00:00,-1.572580800596412,1.4452281453722613,283.0124720295964,292.25776625229116,99593.53829119612,0.0,282.0
2019-01-02 07:00:00,-1.3023687069370582,1.2396630338413848,283.1207510604074,292.7233396775297,99499.20272681236,0.0,207.0
2019-01-02 08:00:00,-0.9601874508235931,0.8753967551101509,282.0681199024584,295.2119609778762,99381.60927787628,0.0,222.0
2019-01-02 09:00:00,-0.6479988631477659,0.5499233456244502,282.1736936274411,295.7167500396402,99357.7241402274,0.0,176.0
2019-01-02 10:00:00,-0.3027057849226694,0.5816680754851817,284.53238632143706,293.1355903145536,99314.92236972047,0.0,173.0
2019-01-02 11:00:00,-0.11852564130275593,0.34801157587995357,284.51318198993914,293.2747534369184,99354.93451461394,0.0,134.0
2019-01-02 12:00:00,-0.5695941877308768,-0.008790644555413774,284.46662401062065,293.31621424347395,99362.64312503689,0.0,138.0
2019-01-02 13:00:00,-0.9305655526801071,-0.3279803061685405,284.56959262628703,292.79447414798284,99410.0502538051,0.0,188.0
2019-01-02 14:00:00,-1.2251690349761626,-0.47495705649752906,284.2373409919539,290.2033608357629,99470.13449778703,0.0,196.0
2019-01-02 15:00:00,-1.1951763665385247,-0.2665142357441497,284.23102861168763,287.59140486176364,99498.54246039498,0.0,226.0
2019-01-02 16:00:00,-0.9839564750379683,-0.16731195492936365,284.0732191050306,287.3565974961174,99528.86519561335,0.0,247.0
2019-01-02 17:00:00,-0.48602521178830194,-0.2510240665698975,283.37104194779107,285.23895312374174,99502.53707222016,0.0,245.0
2019-01-02 18:00:00,0.040998277756062004,-0.5702474513379755,282.96137180839315,284.61928619543846,99527.56116943904,0.0,250.0
2019-01-02 19:00:00,0.6466647950492697,-0.9961933804749572,282.72257012107093,283.9969999021,99533.89972704592,0.0,269.0
2019-01-02 20:00:00,1.0908608492393626,-1.3058281481852434,281.8960490922368,282.42534346154054,99550.37337415967,0.0,259.0
2019-01-02 21:00:00,1.310952744207123,-1.361336461234922,281.9365284831508,282.31622819807836,99528.61759570682,0.0,392.0
