time,u10,v10,d2m,t2m,sp,tp,blh,t_level1,t_level2,Raw Conc.
2019-01-01 00:00:00,1.633734768858716,-1.079455850049475,278.4972498043122,279.57244332381276,99381.59277121584,0.0,42.520256184042054,287.1021395620592,287.57313451050544,264.0
2019-01-01 01:00:00,1.7259771213251995,-0.759276975891113,278.4239059574088,279.60005891518273,99405.32934892079,0.0,43.16547151111538,287.1457453554959,287.6816644852808,247.0
2019-01-01 02:00:00,1.6664420055213942,-0.3807682847188219,278.4616800424943,279.5118985720014,99522.4936246856,0.0,41.87133272290507,287.1631091038733,287.75182659976525,232.0
2019-01-01 03:00:00,1.9099718797980367,-0.17443878167571786,278.58141487452923,279.86738382676475,99575.38096471808,0.0,59.05111783974942,287.1455096485043,287.68203114060105,289.0
2019-01-01 04:00:00,1.384815483520652,-0.0834649506690253,281.3578268277337,283.1663244104694,99632.42798318004,0.0,118.70757865559067,287.0988396641776,287.5656704557731,381.0
2019-01-01 05:00:00,1.4595389395884626,-0.18761329420998737,283.5057060601384,289.29238309605614,99648.42293714122,0.0,253.53533320954324,286.9523870534286,287.31267828484397,358.0
2019-01-01 06:00:00,1.6488569001416222,-0.40756695185337716,282.1152122631752,290.8587633870451,99595.68415705263,0.0,461.98438146300555,286.74305305526735,287.10543945994095,222.0
2019-01-01 07:00:00,1.4235742210557363,-0.4749120922909276,282.1667466692644,291.69546341825657,99461.65007432364,0.0,610.0761315625986,286.614042761893,286.7177538381745,146.0
2019-01-01 08:00:00,1.3153622623482852,-0.5744291225519246,281.6817621515572,293.84517630256187,99338.65894742541,0.0,717.9976653507787,286.408061040945,286.5180576370011,100.0
2019-01-01 09:00:00,1.4150067789015857,-0.9824006100999153,281.70574251680165,294.64868523682856,99303.86290722927,7.773147461130433e-07,809.9964714696888,285.98947161361986,287.06751682396737,102.0
2019-01-01 10:00:00,1.1165234503131556,-0.8538704255292344,283.28981597526405,291.87634928368027,99250.298794119,3.3107850297408183e-06,822.2815196225283,285.7272606803546,287.64842979947247,75.0
2019-01-01 11:00:00,0.17368107587753248,-0.515548494007126,283.12793181044583,291.9138810426833,99246.86540874858,0.0,418.85878230287165,285.5525756099511,287.779063852122,70.0
2019-01-01 12:00:00,-0.4173400147966785,-0.49288653387991804,283.0810732415908,291.8892215918528,99268.20852069055,0.0,33.424203325932965,285.42877706005646,287.8960530889273,101.0
2019-01-01 13:00:00,-0.8516841725993087,-0.12012202010098187,283.33270008246996,291.7475139434539,99291.25181865727,0.0,25.84106916578906,285.39407575296735,288.0153732059827,108.0
2019-01-01 14:00:00,-1.3257272354686223,0.2734271981795452,282.8342558332955,289.3983925409766,99353.4819284957,0.0,25.110566755251966,285.3484533552697,288.14349305072227,143.0
2019-01-01 15:00:00,-1.6338770752974388,0.521045083934571,282.9627411607261,286.57494155014354,99367.28149661902,0.0,26.831140960780964,285.21881450991793,288.18552746421517,298.0
2019-01-01 16:00:00,-1.823843883865365,0.7647286016119565,282.42341673458907,285.77985200348957,99397.80231176261,0.0,30.053509462084172,285.0899875442036,288.2337688284856,271.0
2019-01-01 17:00:00,-1.8138992949043637,1.1238127555323552,281.80246554987644,283.62175715107196,99380.2392250602,0.0,33.498366007205775,284.933582860478,288.20249836760667,304.0
2019-01-01 18:00:00,-1.618556317071237,1.5086838819387731,281.94314145295357,283.6269584616416,99410.08326712597,0.0,35.90865314857179,284.7289891918135,288.0927112888765,292.0
2019-01-01 19:00:00,-1.4008082200343643,1.6029063768724312,281.7422474460664,283.37351618474565,99394.51748633613,0.0,36.85422733480007,284.5515542065086,287.94602297113573,298.0
2019-01-01 20:00:00,-1.4649382391264087,1.5122810184669013,281.50648505294646,283.00620636782384,99378.96821220673,0.0,35.993940232035506,284.5050413601764,287.8657516456806,329.0
2019-01-01 21:00:00,-1.637558294646517,1.100689912287481,281.6234811803156,283.11771647931795,99357.88920683172,2.3031548032988e-07,34.60709809223416,284.46761632785154,287.8110152443097,391.0
2019-01-01 22:00:00,-1.4733070543372642,1.0866161156211793,280.9504278092781,282.2243259048469,99364.75597757255,1.7273661024741e-07,36.67623689974532,284.3785714643775,287.89225558739696,389.0
2019-01-01 23:00:00,-1.5234140112326378,0.8496659878823839,280.98309187224334,282.2037825990716,99332.8651096129,3.16683785453585e-07,31.18449035149441,284.10826792440236,287.6819525716038,377.0
2019-01-02 00:00:00,-1.4024369609693883,0.19766251005584481,280.80601123641367,281.75516020756027,99329.99295069727,6.016991923615701e-06,27.843461560154697,283.7721759441193,287.45491435941085,360.0
2019-01-02 01:00:00,-1.5862330924989307,-0.16794145382178624,280.75698174312845,281.6949522312536,99405.18078897687,8.348936161955133e-07,29.953389842365873,283.4841681901123,287.27184859597446,344.0
2019-01-02 02:00:00,-1.7967114434111837,-0.11248934603035983,281.0073060293495,282.14286365225536,99462.27732742019,0.0,35.46738519499865,283.2949216655643,287.1392241287297,336.0
2019-01-02 03:00:00,-2.2552748464996593,0.4677624991116717,281.2770684389301,282.6637430992349,99549.69660108184,0.0,60.62336668273284,283.19825560936357,287.10609420158414,345.0
