time,u10,v10,d2m,t2m,sp,tp,blh,t_level1,t_level2,Raw Conc.
2016-01-01 00:00:00,1.5362691038278782,-1.1948746482481432,281.7050044338965,282.5254009187722,99416.47849129615,0.0,40.81010709797465,286.85638101930675,290.93988552393245,383.0
2016-01-01 01:00:00,1.3710860485410854,-1.3862713562091047,281.8555943601786,282.5242570688268,99449.97632361957,0.0,44.241855953341855,286.6726769439955,290.7251608892256,386.0
2016-01-01 02:00:00,0.7981308961564746,-1.514757101498715,281.6788973183474,282.4221684611911,99536.29136370226,0.0,43.739559379425884,286.5379229888395,290.4623194422848,372.0
2016-01-01 03:00:00,0.1930792645849407,-1.5198980250411105,281.5087999803072,282.69626350438085,99607.78942516683,0.0,54.06780353067532,286.4517428212294,290.05738555429974,354.0
2016-01-01 04:00:00,-0.20181652781178716,-0.746120569248362,283.1723993475275,284.8946716090046,99667.9087019467,0.0,111.33694575379069,286.3736000429254,289.5860558416121,297.0
2016-01-01 05:00:00,-0.14034429490825476,-0.4382626490291564,283.49881121679556,289.7413782999406,99696.24924336994,0.0,239.32724574525903,286.2755653981111,289.15569262157504,196.0
2016-01-01 06:00:00,0.22559328084899138,-0.3194239152295139,283.9600612331316,292.21799215849586,99690.68264366806,0.0,420.07335159129894,286.1600850487495,288.8582554554469,138.0
2016-01-01 07:00:00,0.62587664843446,-0.26073274210022573,283.7319156716917,292.89189850294764,99596.09956579293,0.0,571.4296082657322,286.0442821285796,288.52450219248743,238.0
2016-01-01 08:00:00,0.9445113140345616,-0.17993435296295968,282.01675839750715,295.13434483047297,99512.5514532091,0.0,681.7735329998477,285.9676446807142,287.8002500852132,356.0
2016-01-01 09:00:00,1.0627147136755346,-0.33879262475001704,281.9976520727197,295.72335606178245,99436.50187787069,0.0,747.7283729135238,285.9364359550138,288.17233551255583,258.0
2016-01-01 10:00:00,1.2012966164679197,-0.48972167548015877,284.2588345638715,293.6827992496372,99421.21010104267,0.0,748.4286549983261,285.7599897228887,288.3866300528515,142.0
2016-01-01 11:00:00,0.7275671301219424,-0.5526201903947492,284.5779174803109,293.619172596419,99382.26027548185,0.0,555.5504370129593,285.7818438951491,288.53805016643497,135.0
2016-01-01 12:00:00,1.1754901313138515,-1.1628465701014499,283.93001617277895,293.8270673240131,99435.4867920427,0.0,41.836698635904945,285.82033734493626,288.67549221165973,207.0
2016-01-01 13:00:00,0.7241460198770918,-1.3748069722319944,283.5704234722963,293.8171301276116,99438.77763480761,0.0,21.385528640992206,285.83815938209335,288.71925431798206,298.0
2016-01-01 14:00:00,0.5990330550565589,-1.349214384330867,284.2451976068668,292.0953142518412,99522.06378975842,0.0,17.282828887620465,285.8507665245167,288.6748470700432,385.0
2016-01-01 15:00:00,0.6406924802034972,-1.5360054222901667,282.9514368891087,288.19142587848125,99585.27744107848,0.0,17.477148000157325,285.8025421886799,288.51780884821585,343.0
2016-01-01 16:00:00,0.6602359092006543,-1.8495270718357408,281.9254564179888,286.679113269291,99642.74439682397,0.0,19.11236166414631,285.72208765291657,288.3140516209902,321.0
2016-01-01 17:00:00,0.2511842629955101,-2.2618092235250624,282.2636821216674,285.1255505714411,99643.33380149829,0.0,21.97215237695236,285.65469723488826,288.0743277486423,310.0
2016-01-01 18:00:00,-0.28998419577553003,-2.3711129756455884,281.99710513594147,284.5341801496191,99636.5556477437,0.0,23.93000909571951,285.62278960577004,287.83799086978115,300.0
2016-01-01 19:00:00,-0.5828931898493948,-2.287551184507325,281.9809522697567,284.47941833347846,99632.06962327808,0.0,25.35990445212258,285.5708019438367,287.60861614419866,290.0
2016-01-01 20:00:00,-0.33057957482269196,-2.239764246300891,281.50252843858306,283.6594923944218,99614.78041949826,0.0,26.206842470915113,285.4473648478711,287.3846982414561,277.0
2016-01-01 21:00:00,-0.03565024005304934,-2.1486466668085495,281.634230814789,283.6704304595257,99590.14002964158,0.0,27.035448497958974,285.27062292583827,287.17142517538633,236.0
2016-01-01 22:00:00,-0.4200267918937609,-1.9655526126073413,280.7980374057269,282.18696431614825,99593.88929826429,0.0,25.154586144536513,285.11955226396395,286.7631580557159,213.0
2016-01-01 23:00:00,-0.1713901969333735,-1.829262123828427,280.73969748271213,282.1160456195275,99545.52537026649,0.0,23.196729425769284,285.0629679680128,286.72539039024736,201.0
2016-01-02 00:00:00,0.06307707528062552,-1.6549935291709443,280.2310827413782,281.6958594911113,99570.90251596607,0.0,21.180210333406094,285.0695537886817,286.80501161808934,212.0
2016-01-02 01:00:00,0.5137881466327078,-1.3253395868627917,280.28588580656026,281.7047243281889,99587.68417683193,0.0,18.599065895181194,285.077053559974,286.88963269345953,215.0
2016-01-02 02:00:00,0.8160715215349817,-0.9514089737548777,280.17059153370224,281.3015172224013,99637.48887181137,0.0,19.52666467766826,285.1163265558812,286.9689851122946,237.0
2016-01-02 03:00:00,0.8891405100322787,-0.9277706836652659,280.62739313090844,281.8394126592712,99710.19848732864,0.0,30.511194133523194,285.2721013753762,287.11763649310694,252.0
2016-01-02 04:00:00,0.5551512551442653,-0.5446660738243111,282.81568718074357,284.8583543732351,99756.92518012002,0.0,80.40720927528866,285.4359673459788,287.25929883974,308.0
2016-01-02 05:00:00,0.7885544812584879,-0.6922093347153934,282.0421362640185,291.87022602975395,99768.8442524228,0.0,241.80573102969083,285.49779341756437,287.31959269998623,238.0
2016-01-02 06:00:00,1.3918012751417939,-1.1088606490279136,281.68845048074104,292.76342985594397,99700.66977842725,0.0,576.2179245105075,285.51873363920134,287.2514764976393,217.0
2016-01-02 07:00:00,1.736484866779457,-1.4831771425954268,281.6174580869223,293.2288695478288,99577.23861621496,0.0,733.9243831267102,285.51228222303587,286.72213780126384,181.0
