time,u10,v10,d2m,t2m,sp,tp,blh,t_level1,t_level2,t_level1_minus_t2m,t_level2_minus_t2m,Raw Conc.
2015-02-23,-1.0413090798841695,-0.1674992070283719,288.3195026305321,289.22521793761246,98640.54834856684,0.0,21.8241618557095,293.99605867640605,294.66262162959043,4.770840738793595,5.437403691977977,186.0
2015-02-24,-1.691856141044233,1.2430179584019212,290.904118126359,295.36018878577767,98526.6968874754,7.772111633695448e-05,228.93821984342597,292.6003553491972,295.38585659134054,-2.759833436580562,0.025667805562811414,175.29166666666666
2015-02-25,-2.09406188172414,0.5530815869907593,290.7914077407948,295.5300348713954,98357.35229138206,0.0003784290531981228,477.2989400469586,288.36298779936976,292.8004591608452,-7.167047072025701,-2.729575710550205,123.15
2015-02-26,0.7142937953554935,-1.475514898691768,283.4667218831979,291.983039975602,98468.05407629014,6.88657028884707e-06,415.00132911838466,284.35044098944024,289.994230414988,-7.632598986161776,-1.9888095606140097,60.6
2015-02-27,0.01480856480790137,-2.3660017500047297,282.49879393619915,291.6670848523683,98745.35793952955,3.951633260205154e-07,426.5281927497333,284.2538671664372,289.9466282138381,-7.413217685931126,-1.7204566385302222,64.80952380952381
2015-02-28,-1.2612947052037133,-1.8404376352627825,283.4743760958823,293.5315733749293,98753.0251212217,1.9091216434026087e-05,403.57851253558937,286.1227905676678,291.11625592785424,-7.408782807261516,-2.415317447075097,100.9047619047619
2015-03-01,-3.279183877834773,2.268946657468301,287.7807030984921,290.3587013017543,98522.83572181634,0.0004826607115203667,444.0107413087093,283.7113574018202,287.9986995834594,-6.64734389993411,-2.360001718294844,13.333333333333334
2015-03-02,-0.7621724487150994,1.3480627211738196,288.4244465419827,289.6693102601183,98744.99481133773,0.00047211326686915186,308.7327874856175,282.46152888963604,286.0804520571853,-7.20778137048231,-3.588858202933083,36.31578947368421
2015-03-03,1.0340368558522879,-1.41444702662789,285.7710303175416,289.38232983172367,98806.95898455857,2.955298668348172e-05,352.45088538744267,281.6378691220396,285.7845871991528,-7.7444607096840725,-3.5977426325708683,69.08333333333333
2015-03-04,1.7008061237646264,-1.5999173752462166,284.1251615346215,289.90889106681635,98858.80833040203,6.05484983138865e-07,460.5452886962376,282.0603763800542,287.09033756195305,-7.848514686762141,-2.8185535048632673,99.125
2015-03-05,-0.32276740898693357,-0.4555760773667489,285.3644417813364,291.6470855633408,99011.40289790939,2.35092248256135e-07,263.30407762883783,285.2242083972204,289.6531875820419,-6.422877166120446,-1.9938979812989468,120.3913043478261
2015-03-06,0.6349564548574709,-1.5585603516105782,286.5152091446204,293.0349106277754,99083.8103045948,4.288460823730014e-06,417.07424365128094,285.0921877991329,290.3896397031166,-7.942722828642505,-2.6452709246588384,45.0
2015-03-07,-0.766867230196798,0.10643719680375464,287.6980660148861,292.29710510316954,98855.90398110321,0.00032730609424452313,358.2721507837461,285.95168269495065,290.64789584480144,-6.345422408218927,-1.6492092583680744,46.666666666666664
2015-03-08,-1.7316496289053316,0.2987963266529831,287.73727318513727,292.06501804375773,98980.15796626732,0.00023952328817483212,435.4064758708524,284.8756567307693,289.38485085805024,-7.189361312988396,-2.6801671857074894,37.791666666666664
2015-03-09,1.4243473614482909,-2.494093942028504,283.16182796246045,290.44664006149003,99518.77846848499,4.025614629499066e-06,464.46296604514487,283.1969290661526,286.9871623086746,-7.249710995337391,-3.4594777528154004,51.875
2015-03-10,2.084797008673868,-1.6169754642386096,284.26261151031105,290.4404886860035,99334.43046606386,0.0,356.14014403656887,286.4954997341648,288.00525924591307,-3.944988951838681,-2.4352294400904384,90.66666666666667
2015-03-11,1.49534525233124,-1.5633978573501308,285.09456686165936,291.47949618030316,99243.53014447674,0.0,274.13961070113976,289.14112550559383,290.8830912764774,-2.3383706747093007,-0.5964049038257926,133.45833333333334
2015-03-12,0.9163635939072153,-1.6534771355511955,286.1205263376448,293.69276864948915,99131.98735742296,0.0,236.41759734677655,289.3033752598996,293.4228786746357,-4.389393389589543,-0.26988997485342964,116.95833333333333
2015-03-13,-0.37114348975134076,0.2597323185942822,288.5039837198711,293.49651560846996,98927.46526601813,8.370712549841892e-05,226.01475713389047,288.3611638356731,293.4019169279069,-5.135351772796852,-0.09459868056308096,112.79166666666667
2015-03-14,-0.3610805072216961,1.716220660703238,289.2079605958714,293.7832285124768,98976.38535628008,9.348875886943695e-05,350.12323950714125,286.90308043521947,291.45740924454316,-6.880148077257329,-2.3258192679336838,43.625
2015-03-15,-2.524447939654164,2.413818732652509,288.96626945813824,290.96750843583305,98948.9801432203,0.0008175283275310563,488.75766794815723,284.7626838129203,288.61715906034493,-6.204824622912821,-2.3503493754881837,24.666666666666668
2015-03-16,-1.6656631068217047,0.5343182299046874,289.77429384967894,292.8303970434798,99160.87103509721,0.00022700836729594933,348.74931586034126,285.0958183513575,288.5646817607159,-7.734578692122341,-4.265715282763911,46.333333333333336
2015-03-17,2.767774485101612,-2.061163948213825,288.04352669172755,293.6275780431144,99003.37615646944,2.116850599966015e-06,564.4808401068759,285.22991925983337,289.5965812316554,-8.397658783280969,-4.030996811458948,52.166666666666664
2015-03-18,2.993741023769376,-1.4228035541502555,287.25915372189695,293.06873300373496,98819.98220304381,0.0,545.1137525182313,285.5882821142016,289.9828065633324,-7.480450889533333,-3.0859264404025666,50.0
2015-03-19,1.2652049060368529,-1.306900269625059,286.8764769981242,294.0731626644609,98942.57023463205,0.0,403.85339897271916,288.16702421156134,291.7518196801537,-5.906138452899543,-2.321342984307224,75.95833333333333
